rating,comm,date,playtime,comm_ready,rating_bool
Recommended,пальчик  в попе,Posted: 20 Apr @ 5:53pm,10.2 hrs last two weeks / 833.9 hrs on record(831.1 hrs at review time),пальчик поп,1
Not Recommended,ИГРА ГОВНА,Posted: 20 Apr @ 5:36pm,"30.7 hrs last two weeks / 1,944.3 hrs on record",игра говно,0
Recommended,Норм,Posted: 20 Apr @ 5:22pm,0.0 hrs last two weeks / 5.5 hrs on record(5.5 hrs at review time),норма,1
Recommended,Когда отчивки появятся то?,Posted: 20 Apr @ 4:58pm,27.7 hrs last two weeks / 260.2 hrs on record,отчивка появиться то,1
Not Recommended,нервы береги,Posted: 20 Apr @ 4:41pm,"9.9 hrs last two weeks / 1,053.7 hrs on record",нерв беречь,0
Recommended,норм,Posted: 20 Apr @ 4:39pm,22.9 hrs last two weeks / 318.0 hrs on record,норма,1
Recommended,"да, меня выебал дед, пока я играл на паблике с танками",Posted: 20 Apr @ 4:37pm,4.3 hrs last two weeks / 33.1 hrs on record(32.5 hrs at review time),да выебал дед играть паблик танк,1
Recommended,игра  разрабы хуисосы,Posted: 20 Apr @ 4:35pm,48.5 hrs last two weeks / 513.4 hrs on record(512.1 hrs at review time),игра разраб хуисоса,1
Not Recommended, помойка для хуесосов,Posted: 20 Apr @ 4:35pm,20.2 hrs last two weeks / 829.2 hrs on record(826.6 hrs at review time),помойка хуесосова,0
Recommended,Норма,Posted: 20 Apr @ 4:35pm,39.4 hrs last two weeks / 606.8 hrs on record(604.1 hrs at review time),норма,1
Recommended,пени432,Posted: 20 Apr @ 4:34pm,82.7 hrs last two weeks / 189.9 hrs on record(177.2 hrs at review time),пени432,1
Recommended, куда я зашел,Posted: 20 Apr @ 4:32pm,26.6 hrs last two weeks / 374.6 hrs on record(373.3 hrs at review time),зайти,1
Not Recommended,"сыграл 2 игры против меня было 3 читера, в целом к игре надо относится как крипто скам хуете где играет 1 миллион читеров в надежде что им выпадет ящик за 100 рублей",Posted: 20 Apr @ 4:19pm,1.1 hrs last two weeks / 51.9 hrs on record,сыграть игра читер целое игра относиться криптый ск ховать играть миллион читер надежда выпасть ящик 100 рубль,0
Recommended,р,Posted: 20 Apr @ 4:19pm,9.5 hrs last two weeks / 13.7 hrs on record(13.7 hrs at review time),,1
Recommended,ыыы,Posted: 20 Apr @ 4:13pm,28.9 hrs last two weeks / 28.9 hrs on record(27.4 hrs at review time),ыыы,1
Not Recommended,"Пришел после работы, чтобы отдохнуть. Отпикал каточку, несколько вариантов развития событий:- против тебя неоткалиброванные киберспортсмены- за тебя чуваки в первый раз зашли- ты не можешь убить чела, а потом узнаешь что дал ему минус 99,9999999 и в итоге сидишь в боттом табе с 50 ассистами  и убитыми нервами- нового контента нет с момента релиза- тот самый гений игры шьющий всю вашу команду через всю карту ноускопами с мухиРекомендую ли я игру? если у вас есть тонна лишних нервов или вы мазохист, то да.",Posted: 20 Apr @ 4:04pm,40.5 hrs last two weeks / 399.1 hrs on record(397.3 hrs at review time),прийти работа отдохнуть отпикать каточек вариант развитие событие неоткалиброванный киберспортсмен чувак заслать мочь убить чело узнать дать минус 99 9999999 итог сидеть боттом таба 50 ассист убитый нерв новый контент момент релиз гений игра шить ваш команда карта ноускоп мухирекомендовать игра тонна лишний нерв мазохист да,0
Recommended,отличная игра,Posted: 20 Apr @ 3:54pm,6.5 hrs last two weeks / 6.5 hrs on record(2.8 hrs at review time),отличный игра,1
Recommended,чиназес,Posted: 20 Apr @ 3:53pm,25.2 hrs last two weeks / 270.1 hrs on record(264.1 hrs at review time),чиназес,1
Recommended,"Все хорошо, только бы от читеров избавились бы",Posted: 20 Apr @ 3:44pm,"59.6 hrs last two weeks / 1,302.8 hrs on record(1,300.8 hrs at review time)",хорошо читер избавиться,1
Recommended,няу,Posted: 20 Apr @ 3:44pm,12.2 hrs last two weeks / 12.2 hrs on record(11.6 hrs at review time),няу,1
Not Recommended,"Разрабы забили на  игру и сидят кайфуют, когда игроки в каждой игре катают против читеров. Система репортов - бесполезная х...та. Заходишь в одну из своих любимых игр, и 13 раундов получаешь прострел через дверь в лицо или через смок) Зато потом разрабы рассказывают что забанили 5к читеров. Как-будто мне не по..й)))) А со временем ничего не меняется. Игра умирает а чуваки клали на это.",Posted: 20 Apr @ 3:51pm,"22.6 hrs last two weeks / 2,137.2 hrs on record",разраб забить игра сидеть кайфовать игрок каждый игра катать читер система репорт бесполезный тот заходить один любимый игра 13 раунд получать прострел смокнуть разраб рассказывать забанить 5к читер как будто по время меняться игра умирать чувак класть это,0
Recommended,аапапап,Posted: 20 Apr @ 3:42pm,48.4 hrs last two weeks / 953.4 hrs on record(952.1 hrs at review time),аапапапа,1
Not Recommended,если вы хотите мужчин то добро пожаловать,Posted: 20 Apr @ 3:41pm,"24.5 hrs last two weeks / 1,017.2 hrs on record(1,013.1 hrs at review time)",хотеть мужчина добро пожаловать,0
